order_no,company_customer_cd,company_item_cd,amount,order_date,status_order
16600,10269,54212,7000,2013/06/07,5
16600,10269,45363,7000,2013/06/07,5
16601,3822,64525,2920,2013/06/07,5
16601,3822,54247,2920,2013/06/07,5
16602,,56981,2805,2013/06/07,5
16602,,55413,2805,2013/06/07,5
16603,9367,29434,151,2013/06/07,5
16604,,62686,2295,2013/06/07,5
16605,,63134,3305,2013/06/07,5
16606,10271,63072,3005,2013/06/07,5
16607,10272,62210,1840,2013/06/07,5
16608,10273,63405,1980,2013/06/07,5
16609,,59054,3140,2013/06/07,5
16610,9974,64018,7970,2013/06/07,5
16610,9974,64312,7970,2013/06/07,5
16610,9974,64792,7970,2013/06/07,5
16611,9181,64295,4110,2013/06/07,5
16611,9181,61047,4110,2013/06/07,5
16611,9181,62765,4110,2013/06/07,5
16612,,64879,1130,2013/06/07,5
16613,,59069,6410,2013/06/07,5
16613,,64536,6410,2013/06/07,5
16613,,63829,6410,2013/06/07,5
16614,,54782,1000,2013/06/07,5
16615,9740,64889,4390,2013/06/07,5
16615,9740,64672,4390,2013/06/07,5
16615,9740,41985,4390,2013/06/07,5
16616,,62914,1000,2013/06/07,5
16617,,54059,5420,2013/06/07,5
16617,,64246,5420,2013/06/07,5
16618,,54592,1680,2013/06/07,5
16619,7357,64550,9610,2013/06/07,5
16619,7357,65029,9610,2013/06/07,5
16619,7357,64778,9610,2013/06/07,5
16619,7357,64584,9610,2013/06/07,5
16619,7357,64583,9610,2013/06/07,5
16620,10281,64672,2820,2013/06/07,5
16620,10281,62238,2820,2013/06/07,5
16621,10282,62984,2295,2013/06/07,5
16622,,61072,3295,2013/06/07,5
16622,,64546,3295,2013/06/07,5
16623,9173,64894,1430,2013/06/07,5
16624,10276,54761,850,2013/06/07,5
16625,6698,64884,3920,2013/06/07,5
16625,6698,65017,3920,2013/06/07,5
16626,10284,60346,3140,2013/06/07,5
16627,10079,59069,2840,2013/06/07,5
16628,,59155,3305,2013/06/07,5
16629,10285,64774,4120,2013/06/07,5
16629,10285,56388,4120,2013/06/07,5
16630,2786,62350,1738,2013/06/07,5
16631,10286,59131,3630,2013/06/07,5
16632,7514,56404,4479,2013/06/07,5
16632,7514,60239,4479,2013/06/07,5
16632,7514,56387,4479,2013/06/07,5
16632,7514,55096,4479,2013/06/07,5
16632,7514,62818,4479,2013/06/07,5
16633,,60683,3485,2013/06/07,5
16633,,60704,3485,2013/06/07,5
16634,10287,58880,14070,2013/06/07,5
16634,10287,64796,14070,2013/06/07,5
16634,10287,60801,14070,2013/06/07,5
16634,10287,54100,14070,2013/06/07,5
16634,10287,64018,14070,2013/06/07,5
16634,10287,65053,14070,2013/06/07,5
16634,10287,63994,14070,2013/06/07,5
16634,10287,63056,14070,2013/06/07,5
16634,10287,64868,14070,2013/06/07,5
16634,10287,54068,14070,2013/06/07,5
16635,7973,59602,1430,2013/06/07,5
16636,10288,64265,2575,2013/06/07,5
16636,10288,64266,2575,2013/06/07,5
16637,,44311,5940,2013/06/07,5
16637,,62975,5940,2013/06/07,5
16637,,54779,5940,2013/06/07,5
16638,,64549,8930,2013/06/07,5
16638,,65013,8930,2013/06/07,5
16638,,65014,8930,2013/06/07,5
16638,,64793,8930,2013/06/07,5
16639,9261,62235,966,2013/06/07,5
16640,,62778,2960,2013/06/07,5
16640,,62897,2960,2013/06/07,5
16641,,62248,2140,2013/06/07,5
16642,10291,62627,1130,2013/06/07,5
16643,9120,33417,3770,2013/06/07,5
16643,9120,64763,3770,2013/06/07,5
16643,9120,64300,3770,2013/06/07,5
16644,10280,64339,700,2013/06/07,5
16645,9012,62779,580,2013/06/07,5
16646,,56387,1130,2013/06/08,5
16647,,56976,6250,2013/06/08,5
16647,,63108,6250,2013/06/08,5
16647,,63032,6250,2013/06/08,5
16648,10294,58206,1990,2013/06/08,5
16649,,54069,4730,2013/06/08,5
16649,,56412,4730,2013/06/08,5
16649,,54556,4730,2013/06/08,5
16649,,54557,4730,2013/06/08,5
16650,,60230,1995,2013/06/08,5
16651,5814,60008,1509,2013/06/08,5
16652,10298,62982,1830,2013/06/08,5
16653,10300,63970,4120,2013/06/08,5
16653,10300,57433,4120,2013/06/08,5
16654,,63077,4920,2013/06/08,5
16654,,62679,4920,2013/06/08,5
16655,10301,62350,1840,2013/06/08,5
16656,7209,64673,4855,2013/06/08,5
16656,7209,64671,4855,2013/06/08,5
16656,7209,60191,4855,2013/06/08,5
16656,7209,58874,4855,2013/06/08,5
16657,9614,54913,3560,2013/06/08,5
16657,9614,56426,3560,2013/06/08,5
16657,9614,60389,3560,2013/06/08,5
16658,10296,62694,2660,2013/06/08,5
16658,10296,64427,2660,2013/06/08,5
16659,10302,58955,3670,2013/06/08,3
16659,10302,63135,3670,2013/06/08,3
16660,10304,59132,3495,2013/06/08,5
16661,10118,60682,3360,2013/06/08,3
16661,10118,63058,3360,2013/06/08,3
16662,10118,63058,3360,2013/06/08,5
16662,10118,60682,3360,2013/06/08,5
16663,2221,63183,1345,2013/06/08,5
16664,7241,64267,4290,2013/06/08,5
16664,7241,54248,4290,2013/06/08,5
16664,7241,63033,4290,2013/06/08,5
16665,10305,58691,15760,2013/06/08,5
16665,10305,64525,15760,2013/06/08,5
16665,10305,61226,15760,2013/06/08,5
16665,10305,62761,15760,2013/06/08,5
16665,10305,60349,15760,2013/06/08,5
16665,10305,59526,15760,2013/06/08,5
16665,10305,64644,15760,2013/06/08,5
16665,10305,59863,15760,2013/06/08,5
16666,5199,64536,3552,2013/06/08,5
16666,5199,64582,3552,2013/06/08,5
16667,3268,63090,2840,2013/06/08,5
16668,10307,58057,2560,2013/06/08,5
16668,10307,57929,2560,2013/06/08,5
16669,6202,55419,3059,2013/06/08,5
16669,6202,55412,3059,2013/06/08,5
16670,10309,62982,1830,2013/06/08,5
16671,10308,54782,3190,2013/06/08,3
16671,10308,58807,3190,2013/06/08,3
16671,10308,43346,3190,2013/06/08,3
16672,,63105,3140,2013/06/08,5
16673,9171,64918,2990,2013/06/08,5
16673,9171,64903,2990,2013/06/08,5
16674,7194,61123,3900,2013/06/08,5
16674,7194,60361,3900,2013/06/08,5
16675,,60196,1430,2013/06/08,5
16676,10297,43580,4270,2013/06/08,5
16676,10297,56975,4270,2013/06/08,5
16676,10297,56977,4270,2013/06/08,5
16676,10297,63289,4270,2013/06/08,5
16677,,63078,3305,2013/06/08,5
16678,9662,64290,5110,2013/06/08,5
16678,9662,64291,5110,2013/06/08,5
16679,10313,65030,1980,2013/06/08,5
16680,10314,63578,2130,2013/06/08,5
16681,2538,65013,5520,2013/06/08,5
16681,2538,64237,5520,2013/06/08,5
16682,10315,62364,2140,2013/06/08,5
16683,7184,64897,1500,2013/06/08,5
16684,,58955,3970,2013/06/08,5
16684,,63096,3970,2013/06/08,5
16685,10311,63344,2280,2013/06/08,5
16685,10311,45106,2280,2013/06/08,5
16686,10311,64427,2970,2013/06/08,5
16686,10311,62364,2970,2013/06/08,5
16687,3652,54246,5354,2013/06/08,5
16687,3652,54247,5354,2013/06/08,5
16687,3652,64913,5354,2013/06/08,5
16688,,63122,3305,2013/06/08,5
16689,,54249,2875,2013/06/08,5
16689,,54245,2875,2013/06/08,5
16690,7058,65013,2500,2013/06/08,5
16691,10318,64557,4855,2013/06/08,5
16691,10318,54954,4855,2013/06/08,5
16691,10318,65061,4855,2013/06/08,5
16691,10318,64555,4855,2013/06/08,5
16692,,62200,4130,2013/06/08,5
16692,,62236,4130,2013/06/08,5
16693,10321,63095,2840,2013/06/08,5
16694,10322,64223,2840,2013/06/08,5
16695,,57428,1430,2013/06/08,5
16696,,32963,1760,2013/06/08,3
16697,,62349,1990,2013/06/08,7
16698,,32963,1760,2013/06/08,5
16699,10274,60533,2690,2013/06/08,3
16700,10324,55744,1860,2013/06/08,5
16700,10324,43597,1860,2013/06/08,5
16701,3424,63580,5710,2013/06/08,5
16701,3424,63010,5710,2013/06/08,5
16702,4733,54056,2430,2013/06/08,5
16703,10325,55409,850,2013/06/08,5
16704,,56188,1150,2013/06/08,5
16705,,59143,3140,2013/06/08,5
16706,,43775,3275,2013/06/08,5
16706,,64878,3275,2013/06/08,5
16707,,58807,3530,2013/06/08,5
16707,,64357,3530,2013/06/08,5
16707,,54954,3530,2013/06/08,5
16708,10329,58681,6950,2013/06/08,5
16708,10329,63132,6950,2013/06/08,5
16708,10329,62990,6950,2013/06/08,5
16708,10329,56188,6950,2013/06/08,5
16709,,44053,1980,2013/06/08,5
16710,10330,62355,2140,2013/06/08,5
16711,4090,63317,3037,2013/06/08,5
16711,4090,64513,3037,2013/06/08,5
16712,8887,64786,2380,2013/06/08,5
16712,8887,56404,2380,2013/06/08,5
16713,7918,61235,1815,2013/06/08,5
16714,,59069,3970,2013/06/08,5
16714,,58962,3970,2013/06/08,5
16715,,63610,6150,2013/06/08,5
16715,,59758,6150,2013/06/08,5
16715,,64257,6150,2013/06/08,5
16715,,64261,6150,2013/06/08,5
16716,10332,59130,3180,2013/06/08,3
16717,,63096,6130,2013/06/08,5
16717,,63078,6130,2013/06/08,5
16718,10332,59130,3480,2013/06/08,3
16719,10198,59080,11910,2013/06/08,5
16719,10198,45106,11910,2013/06/08,5
16719,10198,60784,11910,2013/06/08,5
16719,10198,58521,11910,2013/06/08,5
16719,10198,45620,11910,2013/06/08,5
16719,10198,59509,11910,2013/06/08,5
16720,10333,58807,3770,2013/06/08,5
16720,10333,55140,3770,2013/06/08,5
16720,10333,64252,3770,2013/06/08,5
16721,,54587,1995,2013/06/08,5
16722,10332,59130,3480,2013/06/08,3
16723,,59157,3305,2013/06/08,5
16724,10336,63096,2840,2013/06/08,5
16725,,54075,2480,2013/06/08,5
16726,10338,54067,4620,2013/06/08,5
16726,10338,58446,4620,2013/06/08,5
16726,10338,64338,4620,2013/06/08,5
16726,10338,54756,4620,2013/06/08,5
16727,,59130,3480,2013/06/08,5
16728,10319,58767,2510,2013/06/08,5
16728,10319,64784,2510,2013/06/08,5
16729,,58211,3120,2013/06/09,5
16729,,62701,3120,2013/06/09,5
16730,,60383,4970,2013/06/09,3
16730,,59048,4970,2013/06/09,3
16731,,59048,5120,2013/06/09,5
16731,,60383,5120,2013/06/09,5
16732,6004,54358,850,2013/06/09,5
16733,10340,64689,4390,2013/06/09,5
16733,10340,62704,4390,2013/06/09,5
16733,10340,64365,4390,2013/06/09,5
16734,,60643,5285,2013/06/09,5
16734,,58296,5285,2013/06/09,5
16735,10334,54063,1595,2013/06/09,5
16736,,62612,3140,2013/06/09,5
16737,10112,59813,963,2013/06/09,5
16738,,64363,19830,2013/06/09,5
16738,,54423,19830,2013/06/09,5
16738,,56179,19830,2013/06/09,5
16738,,54928,19830,2013/06/09,5
16738,,56178,19830,2013/06/09,5
16738,,64670,19830,2013/06/09,5
16738,,54240,19830,2013/06/09,5
16738,,58899,19830,2013/06/09,5
16738,,62363,19830,2013/06/09,5
16738,,60048,19830,2013/06/09,5
16738,,57367,19830,2013/06/09,5
16738,,62351,19830,2013/06/09,5
16739,10343,54359,1850,2013/06/09,5
16739,10343,54358,1850,2013/06/09,5
16740,10229,55413,4020,2013/06/09,5
16740,10229,63396,4020,2013/06/09,5
16740,10229,63539,4020,2013/06/09,5
16741,10344,43926,4750,2013/06/09,5
16741,10344,56180,4750,2013/06/09,5
16741,10344,43600,4750,2013/06/09,5
16741,10344,60048,4750,2013/06/09,5
16742,8274,63759,793,2013/06/09,5
16743,10346,54557,830,2013/06/09,5
16744,10348,57363,6420,2013/06/09,5
16744,10348,62840,6420,2013/06/09,5
16744,10348,63778,6420,2013/06/09,5
16744,10348,57366,6420,2013/06/09,5
16745,,63593,4420,2013/06/09,5
16745,,63854,4420,2013/06/09,5
16746,,64001,6830,2013/06/09,5
16746,,64549,6830,2013/06/09,5
16746,,63096,6830,2013/06/09,5
16746,,64879,6830,2013/06/09,5
16747,10351,60803,850,2013/06/09,5
16748,3370,43439,2000,2013/06/09,5
16748,3370,43437,2000,2013/06/09,5
16749,7216,63318,2027,2013/06/09,5
16749,7216,61060,2027,2013/06/09,5
16750,10354,65053,1430,2013/06/09,3
16751,,61122,2530,2013/06/09,5
16752,2922,62428,1130,2013/06/09,5
16753,10320,64674,5800,2013/06/09,5
16753,10320,63738,5800,2013/06/09,5
16753,10320,59057,5800,2013/06/09,5
16754,,63598,2430,2013/06/09,5
16755,10353,59994,9100,2013/06/09,5
16755,10353,59996,9100,2013/06/09,5
16755,10353,64891,9100,2013/06/09,5
16755,10353,24187,9100,2013/06/09,5
16755,10353,45082,9100,2013/06/09,5
16756,10221,64057,2130,2013/06/09,5
16757,,54230,1430,2013/06/09,5
16758,,58206,4760,2013/06/09,5
16758,,62617,4760,2013/06/09,5
16758,,61600,4760,2013/06/09,5
16759,1382,65014,10310,2013/06/09,5
16759,1382,64888,10310,2013/06/09,5
16759,1382,64703,10310,2013/06/09,5
16759,1382,64237,10310,2013/06/09,5
16759,1382,64903,10310,2013/06/09,5
16760,10343,59809,7140,2013/06/09,5
16760,10343,58296,7140,2013/06/09,5
16760,10343,44657,7140,2013/06/09,5
16760,10343,58256,7140,2013/06/09,5
16761,10356,60048,7000,2013/06/09,5
16761,10356,58962,7000,2013/06/09,5
16761,10356,59081,7000,2013/06/09,5
16761,10356,63032,7000,2013/06/09,5
16762,10357,62626,2280,2013/06/09,5
16762,10357,58806,2280,2013/06/09,5
16763,,60187,1150,2013/06/09,5
16764,5649,32431,1545,2013/06/09,5
16765,10358,65051,4260,2013/06/09,3
16765,10358,64667,4260,2013/06/09,3
16765,10358,61640,4260,2013/06/09,3
16766,,63123,5980,2013/06/09,5
16766,,63108,5980,2013/06/09,5
16767,10358,65051,4110,2013/06/09,5
16767,10358,64667,4110,2013/06/09,5
16767,10358,61640,4110,2013/06/09,5
16768,807,54101,1935,2013/06/09,5
16768,807,56189,1935,2013/06/09,5
16769,,59136,3630,2013/06/09,5
16770,7601,43603,763,2013/06/09,5
16771,10359,54247,1595,2013/06/09,3
16772,,54359,3840,2013/06/09,5
16772,,62428,3840,2013/06/09,5
16772,,62431,3840,2013/06/09,5
16772,,56434,3840,2013/06/09,5
16773,8844,62664,1130,2013/06/09,3
16774,6645,54761,1000,2013/06/09,5
16775,2412,65018,2724,2013/06/09,5
16775,2412,65017,2724,2013/06/09,5
16776,,60980,7440,2013/06/09,5
16776,,63393,7440,2013/06/09,5
16776,,64545,7440,2013/06/09,5
16776,,32245,7440,2013/06/09,5
16777,10274,60533,2690,2013/06/09,5
16778,,63826,1990,2013/06/09,3
16779,,63737,2130,2013/06/09,5
16780,10361,56572,2830,2013/06/09,5
16780,10361,58296,2830,2013/06/09,5
16781,10363,62245,1690,2013/06/09,3
16782,10363,62245,1990,2013/06/09,3
16783,,63051,1430,2013/06/09,5
16784,10363,62245,1990,2013/06/09,3
16785,10363,62245,1990,2013/06/09,3
16786,10363,62245,1990,2013/06/09,3
16787,10363,62245,1990,2013/06/09,5
16788,9810,55419,1150,2013/06/09,3
16789,8341,64791,4300,2013/06/09,5
16789,8341,64782,4300,2013/06/09,5
16789,8341,63219,4300,2013/06/09,5
16790,10366,59786,15720,2013/06/09,5
16790,10366,57364,15720,2013/06/09,5
16790,10366,64658,15720,2013/06/09,5
16790,10366,65051,15720,2013/06/09,5
16790,10366,43619,15720,2013/06/09,5
16790,10366,65013,15720,2013/06/09,5
16790,10366,43583,15720,2013/06/09,5
16790,10366,64535,15720,2013/06/09,5
16790,10366,43604,15720,2013/06/09,5
16790,10366,64249,15720,2013/06/09,5
16791,10365,59786,3300,2013/06/09,3
16791,10365,60803,3300,2013/06/09,3
16791,10365,45106,3300,2013/06/09,3
16792,,56192,2430,2013/06/09,5
16792,,44641,2430,2013/06/09,5
16793,10369,43437,850,2013/06/09,5
16794,9209,63379,2840,2013/06/09,5
16795,10371,63097,8970,2013/06/09,5
16795,10371,59159,8970,2013/06/09,5
16795,10371,59151,8970,2013/06/09,5
16796,10332,59130,3480,2013/06/09,5
16797,,61228,11410,2013/06/09,3
16797,,62615,11410,2013/06/09,3
16797,,61049,11410,2013/06/09,3
16797,,64551,11410,2013/06/09,3
16798,10372,63758,4460,2013/06/09,3
16798,10372,45106,4460,2013/06/09,3
16798,10372,61048,4460,2013/06/09,3
16799,10373,58272,6790,2013/06/09,5
16799,10373,65013,6790,2013/06/09,5
16799,10373,64275,6790,2013/06/09,5
16799,10373,63314,6790,2013/06/09,5
16800,10374,54593,2695,2013/06/09,5
16800,10374,31876,2695,2013/06/09,5
16801,10328,64934,4840,2013/06/09,3
16801,10328,58675,4840,2013/06/09,3
16801,10328,43604,4840,2013/06/09,3
16801,10328,64706,4840,2013/06/09,3
16802,8430,64706,929,2013/06/09,3
16803,8430,64706,1079,2013/06/09,5
16804,,60784,4560,2013/06/09,5
16804,,58521,4560,2013/06/09,5
16805,7697,65036,3685,2013/06/09,5
16805,7697,62365,3685,2013/06/09,5
16806,10302,58955,1295,2013/06/09,5
16807,,62325,2305,2013/06/09,5
16808,7973,64575,2510,2013/06/09,5
16808,7973,31742,2510,2013/06/09,5
16809,10375,59066,5285,2013/06/09,5
16809,10375,63030,5285,2013/06/09,5
16810,9173,62365,440,2013/06/09,5
16811,10328,58675,4840,2013/06/09,3
16811,10328,64934,4840,2013/06/09,3
16811,10328,43604,4840,2013/06/09,3
16811,10328,64706,4840,2013/06/09,3
16812,10377,64549,1680,2013/06/09,5
16813,10378,54250,1430,2013/06/09,5
16814,10328,64934,4990,2013/06/09,3
16814,10328,43604,4990,2013/06/09,3
16814,10328,64706,4990,2013/06/09,3
16814,10328,58675,4990,2013/06/09,3
16815,,64526,1640,2013/06/09,5
16816,,64361,4455,2013/06/09,5
16816,,64357,4455,2013/06/09,5
16816,,64363,4455,2013/06/09,5
16817,,58297,1490,2013/06/09,5
16818,,54741,1130,2013/06/09,5
16819,10379,62696,13380,2013/06/09,5
16819,10379,64423,13380,2013/06/09,5
16819,10379,64913,13380,2013/06/09,5
16819,10379,64361,13380,2013/06/09,5
16819,10379,64936,13380,2013/06/09,5
16819,10379,61230,13380,2013/06/09,5
16819,10379,62400,13380,2013/06/09,5
16820,,63525,1430,2013/06/09,3
16821,,63998,4620,2013/06/09,5
16821,,62358,4620,2013/06/09,5
16822,10380,64026,6090,2013/06/09,5
16822,10380,59602,6090,2013/06/09,5
16822,10380,64533,6090,2013/06/09,5
16822,10380,64513,6090,2013/06/09,5
16823,10381,59045,3005,2013/06/09,5
16824,301,63055,2410,2013/06/09,5
16824,301,64315,2410,2013/06/09,5
16825,,64453,5510,2013/06/09,5
16825,,56981,5510,2013/06/09,5
16825,,61123,5510,2013/06/09,5
16826,10382,58809,3480,2013/06/09,5
16826,10382,65014,3480,2013/06/09,5
16827,5847,63312,1640,2013/06/09,5
16828,10384,64338,2000,2013/06/09,5
16828,10384,54756,2000,2013/06/09,5
16829,5974,54356,3930,2013/06/09,5
16829,5974,60615,3930,2013/06/09,5
16830,3438,63077,5760,2013/06/09,3
16830,3438,64706,5760,2013/06/09,3
16830,3438,63811,5760,2013/06/09,3
16831,,59130,4610,2013/06/09,5
16831,,58957,4610,2013/06/09,5
16832,9810,55419,1000,2013/06/09,3
16833,,63079,4120,2013/06/09,5
16833,,58955,4120,2013/06/09,5
16834,10360,59046,3305,2013/06/09,5
16835,10388,56436,7950,2013/06/09,5
16835,10388,31672,7950,2013/06/09,5
16835,10388,56438,7950,2013/06/09,5
16835,10388,31158,7950,2013/06/09,5
16835,10388,54764,7950,2013/06/09,5
16835,10388,54762,7950,2013/06/09,5
16835,10388,54969,7950,2013/06/09,5
16835,10388,32968,7950,2013/06/09,5
16836,10389,54102,3320,2013/06/10,5
16836,10389,62808,3320,2013/06/10,5
16836,10389,64703,3320,2013/06/10,5
16837,,54556,1130,2013/06/10,5
16838,,62247,1990,2013/06/10,5
16839,9810,55419,1150,2013/06/10,5
16840,,58806,1150,2013/06/10,5
16841,10390,63131,3005,2013/06/10,5
16842,10392,64299,2830,2013/06/10,5
16842,10392,63324,2830,2013/06/10,5
16843,7192,64706,5200,2013/06/10,5
16843,7192,62636,5200,2013/06/10,5
16843,7192,60024,5200,2013/06/10,5
16844,6958,62247,2005,2013/06/10,5
16845,,60962,4365,2013/06/10,5
16845,,64658,4365,2013/06/10,5
16845,,60966,4365,2013/06/10,5
16846,,62240,2140,2013/06/10,5
16847,10395,64935,1400,2013/06/10,5
16848,10158,63133,3140,2013/06/10,5
16849,,54964,5640,2013/06/10,5
16849,,54732,5640,2013/06/10,5
16849,,60518,5640,2013/06/10,5
16849,,60505,5640,2013/06/10,5
16850,10397,64361,1230,2013/06/10,5
16851,,64670,5275,2013/06/10,5
16851,,62363,5275,2013/06/10,5
16851,,63851,5275,2013/06/10,5
16852,9931,56189,1850,2013/06/10,5
16852,9931,54100,1850,2013/06/10,5
16853,,62248,4120,2013/06/10,5
16853,,62996,4120,2013/06/10,5
16854,,54556,980,2013/06/10,3
16855,2363,62433,4000,2013/06/10,5
16855,2363,62428,4000,2013/06/10,5
16855,2363,56571,4000,2013/06/10,5
16855,2363,54910,4000,2013/06/10,5
16856,,57377,7020,2013/06/10,5
16856,,62679,7020,2013/06/10,5
16856,,62693,7020,2013/06/10,5
16856,,60324,7020,2013/06/10,5
16857,5083,43604,808,2013/06/10,5
16857,5083,43602,808,2013/06/10,5
16858,7581,64295,3085,2013/06/10,5
16858,7581,54240,3085,2013/06/10,5
16859,,62207,2140,2013/06/10,5
16860,,54556,980,2013/06/10,5
16861,,63078,2990,2013/06/10,3
16862,,55572,2130,2013/06/10,5
16863,10401,54786,1015,2013/06/10,5
16864,2959,62682,3419,2013/06/10,5
16864,2959,62691,3419,2013/06/10,5
16865,8189,60334,1922,2013/06/10,5
16866,10403,54245,1130,2013/06/10,5
16867,9025,54059,2130,2013/06/10,5
16868,10395,63163,1200,2013/06/10,5
16869,,59808,3805,2013/06/10,5
16869,,58809,3805,2013/06/10,5
16869,,65017,3805,2013/06/10,5
16870,,58807,1000,2013/06/10,5
16871,,59151,3140,2013/06/10,5
16872,10406,63287,980,2013/06/10,5
16873,10385,64223,4285,2013/06/10,5
16873,10385,58969,4285,2013/06/10,5
16874,10407,59139,3495,2013/06/10,5
16875,,60198,1595,2013/06/10,5
16876,9766,62317,2140,2013/06/10,5
16877,8797,59424,15180,2013/06/10,5
16877,8797,60682,15180,2013/06/10,5
16877,8797,64671,15180,2013/06/10,5
16877,8797,63298,15180,2013/06/10,5
16877,8797,64674,15180,2013/06/10,5
16877,8797,54359,15180,2013/06/10,5
16877,8797,60769,15180,2013/06/10,5
16877,8797,56976,15180,2013/06/10,5
16877,8797,54105,15180,2013/06/10,5
16878,7587,56977,4460,2013/06/10,5
16878,7587,63314,4460,2013/06/10,5
16878,7587,55073,4460,2013/06/10,5
16878,7587,54949,4460,2013/06/10,5
16879,10393,54240,2130,2013/06/10,5
16879,10393,56180,2130,2013/06/10,5
16880,10411,62679,2510,2013/06/10,5
16880,10411,43604,2510,2013/06/10,5
16881,10404,54784,1700,2013/06/10,5
16881,10404,54783,1700,2013/06/10,5
16882,,64262,4660,2013/06/10,5
16882,,65013,4660,2013/06/10,5
16883,,64042,1430,2013/06/10,5
16884,3702,58809,5956,2013/06/10,5
16884,3702,54954,5956,2013/06/10,5
16884,3702,65017,5956,2013/06/10,5
16884,3702,62428,5956,2013/06/10,5
16884,3702,62325,5956,2013/06/10,5
16885,8290,43604,976,2013/06/10,5
16886,10412,62984,4110,2013/06/10,5
16886,10412,56193,4110,2013/06/10,5
16886,10412,60197,4110,2013/06/10,5
16887,,64703,1130,2013/06/10,5
16888,10413,62310,1990,2013/06/10,5
16889,5314,54783,700,2013/06/10,3
16890,10415,63097,3305,2013/06/10,5
16891,10413,63835,1690,2013/06/10,3
16892,9938,64579,6800,2013/06/10,5
16892,9938,64202,6800,2013/06/10,5
16892,9938,64226,6800,2013/06/10,5
16892,9938,55269,6800,2013/06/10,5
16893,10416,56430,1610,2013/06/10,5
16893,10416,56422,1610,2013/06/10,5
16894,,58206,4295,2013/06/10,5
16894,,62202,4295,2013/06/10,5
16895,8114,63835,3987,2013/06/10,5
16895,8114,62325,3987,2013/06/10,5
16896,10004,64216,2990,2013/06/10,5
16897,,62347,6700,2013/06/10,5
16897,,64927,6700,2013/06/10,5
16897,,63033,6700,2013/06/10,5
16898,,63055,3085,2013/06/10,5
16898,,63313,3085,2013/06/10,5
16899,,59155,3305,2013/06/10,5
16900,10405,54358,1000,2013/06/10,5
16901,10417,56412,1340,2013/06/10,5
16902,,58668,2795,2013/06/10,5
16903,10130,64346,700,2013/06/10,7
16904,,63811,3390,2013/06/10,5
16904,,54750,3390,2013/06/10,5
16904,,54741,3390,2013/06/10,5
16905,8435,43580,5050,2013/06/10,5
16905,8435,43583,5050,2013/06/10,5
16905,8435,56188,5050,2013/06/10,5
16905,8435,64913,5050,2013/06/10,5
16906,,64584,5200,2013/06/10,5
16906,,62658,5200,2013/06/10,5
16906,,54359,5200,2013/06/10,5
16906,,57070,5200,2013/06/10,5
16907,,64525,1640,2013/06/10,5
16908,8435,59061,5270,2013/06/10,5
16908,8435,57887,5270,2013/06/10,5
16908,8435,54948,5270,2013/06/10,5
16909,,60187,5085,2013/06/10,5
16909,,64872,5085,2013/06/10,5
16909,,64697,5085,2013/06/10,5
16909,,64457,5085,2013/06/10,5
16910,10418,60819,2820,2013/06/10,5
16910,10418,62311,2820,2013/06/10,5
16911,10419,44814,2795,2013/06/10,5
16912,10421,56181,1000,2013/06/10,5
16913,10422,54756,4120,2013/06/10,5
16913,10422,62317,4120,2013/06/10,5
16913,10422,64766,4120,2013/06/10,5
16914,10423,56188,2150,2013/06/10,5
16914,10423,56181,2150,2013/06/10,5
16915,6446,45106,4076,2013/06/10,5
16915,6446,62245,4076,2013/06/10,5
16915,6446,56985,4076,2013/06/10,5
16916,5775,62983,2000,2013/06/10,5
16917,,54058,5155,2013/06/10,5
16917,,54356,5155,2013/06/10,5
16917,,63777,5155,2013/06/10,5
16918,,62213,2140,2013/06/10,5
16919,,54913,3280,2013/06/10,3
16919,,43437,3280,2013/06/10,3
16919,,43600,3280,2013/06/10,3
16920,,63134,3305,2013/06/10,5
16921,,54251,1430,2013/06/10,5
16922,10343,44656,4010,2013/06/10,5
16922,10343,43564,4010,2013/06/10,5
16923,10343,64218,3140,2013/06/10,5
16924,,63826,3980,2013/06/10,5
16924,,63834,3980,2013/06/10,5
16925,5314,65037,1280,2013/06/10,3
16926,8844,62664,1595,2013/06/10,5
16927,5314,65136,5950,2013/06/10,3
16927,5314,54063,5950,2013/06/10,3
16927,5314,62313,5950,2013/06/10,3
16928,10230,63068,2840,2013/06/10,5
16929,10426,57902,4540,2013/06/10,3
16929,10426,57896,4540,2013/06/10,3
16929,10426,60378,4540,2013/06/10,3
16930,10426,57896,4540,2013/06/10,3
16930,10426,60378,4540,2013/06/10,3
16930,10426,57902,4540,2013/06/10,3
16931,10413,63835,1690,2013/06/10,5
16932,10427,60372,1980,2013/06/10,5
16933,3438,64706,5760,2013/06/10,5
16933,3438,63811,5760,2013/06/10,5
16933,3438,63077,5760,2013/06/10,5
16934,9152,64778,11340,2013/06/10,5
16934,9152,65113,11340,2013/06/10,5
16934,9152,64771,11340,2013/06/10,5
16934,9152,64695,11340,2013/06/10,5
16935,,54230,3420,2013/06/10,5
16935,,62210,3420,2013/06/10,5
16936,10430,64703,680,2013/06/10,5
16937,10316,26250,5530,2013/06/10,5
16937,10316,55128,5530,2013/06/10,5
16937,10316,26253,5530,2013/06/10,5
16937,10316,30731,5530,2013/06/10,5
16937,10316,33043,5530,2013/06/10,5
16937,10316,43583,5530,2013/06/10,5
16938,10431,54782,1365,2013/06/10,5
16939,6102,65115,2995,2013/06/10,5
16940,10433,60048,4800,2013/06/10,5
